Log file open, 01/18/23 03:58:52
[2023.01.18-08.58.52:839][  0]LogConfig: Set CVar [[r.HairStrands.SkyAO.SampleCount:4]]
[2023.01.18-08.58.52:839][  0]LogConfig: Set CVar [[r.HairStrands.Visibility.MSAA.SamplePerPixel:4]]
[2023.01.18-08.58.52:839][  0]LogConfig: CVar [[r.HairStrands.Interpolation.UseSingleGuide:0]] deferred - dummy variable created
[2023.01.18-08.58.52:839][  0]LogConfig: Set CVar [[r.AnisotropicMaterials:1]]
[2023.01.18-08.58.52:855][  0]LogD3D12RHI: Aftermath initialized
[2023.01.18-08.58.52:855][  0]LogD3D12RHI: Loading WinPixEventRuntime.dll for PIX profiling (from ../../../Engine/Binaries/ThirdParty/Windows/WinPixEventRuntime/x64).
[2023.01.18-08.58.53:178][  0]LogD3D12RHI: Found D3D12 adapter 0: NVIDIA GeForce RTX 3080 (Max supported Feature Level 12_2, shader model 6.6)
[2023.01.18-08.58.53:178][  0]LogD3D12RHI: Adapter has 10067MB of dedicated video memory, 0MB of dedicated system memory, and 16344MB of shared system memory, 1 output[s]
[2023.01.18-08.58.53:187][  0]LogD3D12RHI: Found D3D12 adapter 1: Microsoft Basic Render Driver (Max supported Feature Level 12_1, shader model 6.2)
[2023.01.18-08.58.53:187][  0]LogD3D12RHI: Adapter has 0MB of dedicated video memory, 0MB of dedicated system memory, and 16344MB of shared system memory, 0 output[s]
[2023.01.18-08.58.53:187][  0]LogD3D12RHI: Chosen D3D12 Adapter Id = 0
[2023.01.18-08.58.53:187][  0]LogInit: Selected Device Profile: [WindowsEditor]
[2023.01.18-08.58.53:187][  0]LogHAL: Display: Platform has ~ 32 GB [34276134912 / 34359738368 / 32], which maps to Largest [LargestMinGB=32, LargerMinGB=12, DefaultMinGB=8, SmallerMinGB=6, SmallestMinGB=0)
[2023.01.18-08.58.53:187][  0]LogDeviceProfileManager: Going up to parent DeviceProfile [Windows]
[2023.01.18-08.58.53:187][  0]LogDeviceProfileManager: Going up to parent DeviceProfile []
[2023.01.18-08.58.53:187][  0]LogConfig: Applying CVar settings from Section [ViewDistanceQuality@2] File [Scalability]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.ViewDistanceScale:0.8]]
[2023.01.18-08.58.53:187][  0]LogConfig: Applying CVar settings from Section [AntiAliasingQuality@2] File [Scalability]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.FXAA.Quality:3]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.TemporalAA.Quality:1]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.TSR.History.UpdateQuality:2]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.TSR.ShadingRejection.SpatialFilter:1]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.TSR.ShadingRejection.Flickering:0]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.TSR.Velocity.Extrapolation:0]]
[2023.01.18-08.58.53:187][  0]LogConfig: CVar [[r.TSR.Velocity.HoleFill:1]] deferred - dummy variable created
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.TSR.RejectionAntiAliasingQuality:1]]
[2023.01.18-08.58.53:187][  0]LogConfig: Applying CVar settings from Section [ShadowQuality@2] File [Scalability]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.Shadow.CSM.MaxCascades:4]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.Shadow.MaxResolution:1024]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.Shadow.RadiusThreshold:0.04]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.Shadow.DistanceScale:0.85]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.Shadow.CSM.TransitionScale:0.8]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.Shadow.PreShadowResolutionFactor:0.5]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.AOQuality:1]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.VolumetricFog.GridPixelSize:16]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.VolumetricFog.GridSizeZ:64]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.Shadow.Virtual.MaxPhysicalPages:2048]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.Shadow.Virtual.ResolutionLodBiasDirectional:-0.5]]
[2023.01.18-08.58.53:187][  0]LogConfig: Applying CVar settings from Section [GlobalIlluminationQuality@2] File [Scalability]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.LumenScene.Radiosity.ProbeSpacing:8]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.LumenScene.Radiosity.HemisphereProbeResolution:3]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.Lumen.TraceMeshSDFs.Allow:0]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.Lumen.ScreenProbeGather.RadianceCache.ProbeResolution:16]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.Lumen.ScreenProbeGather.ScreenSpaceBentNormal:0]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.Lumen.ScreenProbeGather.DownsampleFactor:32]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.Lumen.ScreenProbeGather.IrradianceFormat:1]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.Lumen.ScreenProbeGather.StochasticInterpolation:1]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.Lumen.ScreenProbeGather.TwoSidedFoliageBackfaceDiffuse:0]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.Lumen.TranslucencyVolume.GridPixelSize:64]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.Lumen.TranslucencyVolume.TraceFromVolume:0]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.LumenScene.SurfaceCache.CardCaptureRefreshFraction:0]]
[2023.01.18-08.58.53:187][  0]LogConfig: Applying CVar settings from Section [ReflectionQuality@2] File [Scalability]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.Lumen.Reflections.DownsampleFactor:2]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.Lumen.TranslucencyReflections.FrontLayer.Allow:0]]
[2023.01.18-08.58.53:187][  0]LogConfig: Applying CVar settings from Section [PostProcessQuality@2] File [Scalability]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.MotionBlurQuality:3]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.AmbientOcclusionMipLevelFactor:0.6]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.AmbientOcclusionRadiusScale:1.5]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.Bloom.ScreenPercentage:50.000]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.FastBlurThreshold:3]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.Upscale.Quality:2]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.Filter.SizeScale:0.8]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.DOF.Gather.AccumulatorQuality:0        ; lower gathering accumulator quality]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.DOF.Gather.PostfilterMethod:2          ; Max3x3 postfilering method]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.DOF.Scatter.BackgroundCompositing:1    ; no background occlusion]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.DOF.Scatter.EnableBokehSettings:0      ; no bokeh simulation when scattering]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.DOF.Scatter.MaxSpriteRatio:0.04        ; only a maximum of 4% of scattered bokeh]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.DOF.Recombine.Quality:0                ; no slight out of focus]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.DOF.TemporalAAQuality:0                ; faster temporal accumulation]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.DOF.Kernel.MaxForegroundRadius:0.012   ; required because of AccumulatorQuality=0]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.DOF.Kernel.MaxBackgroundRadius:0.012   ; required because of AccumulatorQuality=0]]
[2023.01.18-08.58.53:187][  0]LogConfig: Applying CVar settings from Section [TextureQuality@2] File [Scalability]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.MaxAnisotropy:4]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.Streaming.LimitPoolSizeToVRAM:1]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.Streaming.PoolSize:800]]
[2023.01.18-08.58.53:187][  0]LogConfig: Applying CVar settings from Section [EffectsQuality@2] File [Scalability]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.TranslucencyLightingVolumeDim:48]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.SSR.Quality:2]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.SSR.HalfResSceneColor:1]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.SceneColorFormat:3]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.DetailMode:1]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.SSS.SampleSet:1]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.SSS.Quality:-1]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.SSS.HalfRes:1]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.SSGI.Quality:2]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.EmitterSpawnRateScale:0.5]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.ParticleLightQuality:1]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.SkyAtmosphere.AerialPerspectiveLUT.SampleCountMaxPerSlice:2]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.SkyAtmosphere.FastSkyLUT.SampleCountMax:64.0]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.SkyAtmosphere.SampleCountMax:64.0]]
[2023.01.18-08.58.53:187][  0]LogConfig: CVar [[fx.Niagara.QualityLevel:2]] deferred - dummy variable created
[2023.01.18-08.58.53:187][  0]LogConfig: Applying CVar settings from Section [FoliageQuality@2] File [Scalability]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[foliage.DensityScale:0.8]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[grass.DensityScale:0.8]]
[2023.01.18-08.58.53:187][  0]LogConfig: Applying CVar settings from Section [ShadingQuality@2] File [Scalability]
[2023.01.18-08.58.53:187][  0]LogConfig: CVar [[r.HairStrands.Interpolation.UseSingleGuide:1]] deferred - dummy variable created
[2023.01.18-08.58.53:187][  0]LogConfig: Applying CVar settings from Section [Startup] File [../../../Engine/Config/ConsoleVariables.ini]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[r.DumpShaderDebugInfo:2]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[p.chaos.AllowCreatePhysxBodies:1]]
[2023.01.18-08.58.53:187][  0]LogConfig: Set CVar [[fx.SkipVectorVMBackendOptimizations:1]]
[2023.01.18-08.58.53:187][  0]LogConfig: Applying CVar settings from Section [ConsoleVariables] File [Engine]
[2023.01.18-08.58.53:187][  0]LogConfig: Applying CVar settings from Section [ConsoleVariables] File [E:/Unreal Projects/ObstacleAssault/ObstacleAssault/Saved/Config/WindowsEditor/Editor.ini]
[2023.01.18-08.58.53:188][  0]LogInit: Computer: DESKTOP-V20U4UB
[2023.01.18-08.58.53:188][  0]LogInit: User: Kuroha
[2023.01.18-08.58.53:188][  0]LogInit: CPU Page size=4096, Cores=12
[2023.01.18-08.58.53:188][  0]LogInit: High frequency timer resolution =10.000000 MHz
[2023.01.18-08.58.53:188][  0]LogMemory: Memory total: Physical=31.9GB (32GB approx)
[2023.01.18-08.58.53:188][  0]LogMemory: Platform Memory Stats for WindowsEditor
[2023.01.18-08.58.53:188][  0]LogMemory: Process Physical Memory: 320.06 MB used, 328.68 MB peak
[2023.01.18-08.58.53:188][  0]LogMemory: Process Virtual Memory: 331.09 MB used, 331.09 MB peak
[2023.01.18-08.58.53:188][  0]LogMemory: Physical Memory: 10265.40 MB used,  22422.87 MB free, 32688.27 MB total
[2023.01.18-08.58.53:188][  0]LogMemory: Virtual Memory: 13099.96 MB used,  21636.31 MB free, 34736.27 MB total
[2023.01.18-08.58.53:188][  0]LogCsvProfiler: Display: Metadata set : extradevelopmentmemorymb="0"
[2023.01.18-08.58.53:286][  0]LogWindows: WindowsPlatformFeatures enabled
[2023.01.18-08.58.53:292][  0]LogInit: Physics initialised using underlying interface: Chaos
[2023.01.18-08.58.53:296][  0]LogInit: Using OS detected language (en-US).
[2023.01.18-08.58.53:296][  0]LogInit: Using OS detected locale (en-US).
[2023.01.18-08.58.53:297][  0]LogTextLocalizationManager: No specific localization for 'en-US' exists, so 'en' will be used for the language.
[2023.01.18-08.58.53:419][  0]LogInit: Setting process to per monitor DPI aware
[2023.01.18-08.58.53:430][  0]LogWindowsTextInputMethodSystem: Available input methods:
[2023.01.18-08.58.53:430][  0]LogWindowsTextInputMethodSystem:   - English (United States) - (Keyboard).
[2023.01.18-08.58.53:430][  0]LogWindowsTextInputMethodSystem:   - Chinese (Simplified, China) - Microsoft Pinyin (TSF IME).
[2023.01.18-08.58.53:430][  0]LogWindowsTextInputMethodSystem:   - Japanese (Japan) - Microsoft IME (TSF IME).
[2023.01.18-08.58.53:431][  0]LogWindowsTextInputMethodSystem: Activated input method: English (United States) - (Keyboard).
[2023.01.18-08.58.53:443][  0]LogSlate: New Slate User Created. Platform User Id 0, User Index 0, Is Virtual User: 0
[2023.01.18-08.58.53:443][  0]LogSlate: Slate User Registered.  User Index 0, Is Virtual User: 0
[2023.01.18-08.58.53:522][  0]LogD3D12RHI: Display: Creating D3D12 RHI with Max Feature Level SM6
[2023.01.18-08.58.53:522][  0]LogWindows: Attached monitors:
[2023.01.18-08.58.53:522][  0]LogWindows:     resolution: 1920x1080, work area: (0, 0) -> (1920, 1032), device: '\\.\DISPLAY1' [PRIMARY]
[2023.01.18-08.58.53:522][  0]LogWindows: Found 1 attached monitors.
[2023.01.18-08.58.53:522][  0]LogWindows: Gathering driver information using Windows Setup API
[2023.01.18-08.58.53:523][  0]LogRHI: RHI Adapter Info:
[2023.01.18-08.58.53:523][  0]LogRHI:             Name: NVIDIA GeForce RTX 3080
[2023.01.18-08.58.53:523][  0]LogRHI:   Driver Version: 528.02 (internal:31.0.15.2802, unified:528.02)
[2023.01.18-08.58.53:523][  0]LogRHI:      Driver Date: 12-22-2022
[2023.01.18-08.58.53:523][  0]LogD3D12RHI:     GPU DeviceId: 0x2216 (for the marketing name, search the web for "GPU Device Id")
[2023.01.18-08.58.53:523][  0]LogD3D12RHI: InitD3DDevice: -D3DDebug = off -D3D12GPUValidation = off
[2023.01.18-08.58.53:525][  0]LogD3D12RHI: [Aftermath] Aftermath crash dumping enabled
[2023.01.18-08.58.53:525][  0]LogD3D12RHI: Emitting draw events for PIX profiling.
[2023.01.18-08.58.53:580][  0]LogD3D12RHI: [Aftermath] Aftermath enabled and primed
[2023.01.18-08.58.53:580][  0]LogD3D12RHI: [Aftermath] Aftermath resource tracking enabled
[2023.01.18-08.58.53:580][  0]LogD3D12RHI: ID3D12Device1 is supported.
[2023.01.18-08.58.53:580][  0]LogD3D12RHI: ID3D12Device2 is supported.
[2023.01.18-08.58.53:580][  0]LogD3D12RHI: ID3D12Device3 is supported.
[2023.01.18-08.58.53:580][  0]LogD3D12RHI: ID3D12Device4 is supported.
[2023.01.18-08.58.53:580][  0]LogD3D12RHI: ID3D12Device5 is supported.
[2023.01.18-08.58.53:580][  0]LogD3D12RHI: ID3D12Device6 is supported.
[2023.01.18-08.58.53:580][  0]LogD3D12RHI: ID3D12Device7 is supported.
[2023.01.18-08.58.53:580][  0]LogD3D12RHI: ID3D12Device8 is supported.
[2023.01.18-08.58.53:580][  0]LogD3D12RHI: ID3D12Device9 is supported.
[2023.01.18-08.58.53:580][  0]LogD3D12RHI: ID3D12Device10 is supported.
[2023.01.18-08.58.53:580][  0]LogD3D12RHI: Bindless resources are supported
[2023.01.18-08.58.53:580][  0]LogD3D12RHI: D3D12 ray tracing tier 1.1 and bindless resources are supported.
[2023.01.18-08.58.53:580][  0]LogD3D12RHI: Mesh shader tier 1.0 is supported
[2023.01.18-08.58.53:580][  0]LogD3D12RHI: AtomicInt64OnTypedResource is supported
[2023.01.18-08.58.53:580][  0]LogD3D12RHI: AtomicInt64OnGroupShared is supported
[2023.01.18-08.58.53:580][  0]LogD3D12RHI: AtomicInt64OnDescriptorHeapResource is supported
[2023.01.18-08.58.53:580][  0]LogD3D12RHI: Shader Model 6.6 atomic64 is supported
[2023.01.18-08.58.53:619][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (3D)
[2023.01.18-08.58.53:620][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (Copy)
[2023.01.18-08.58.53:620][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (Compute)
[2023.01.18-08.58.53:629][  0]LogD3D12RHI: Display: Not using pipeline state disk cache per r.D3D12.PSO.DiskCache=0
[2023.01.18-08.58.53:629][  0]LogD3D12RHI: Display: Not using driver-optimized pipeline state disk cache per r.D3D12.PSO.DriverOptimizedDiskCache=0
[2023.01.18-08.58.53:630][  0]LogRHI: Texture pool is 5858 MB (70% of 8369 MB)
[2023.01.18-08.58.53:630][  0]LogD3D12RHI: Async texture creation enabled
[2023.01.18-08.58.53:630][  0]LogD3D12RHI: RHI has support for 64 bit atomics
[2023.01.18-08.58.53:647][  0]LogTurnkeySupport: Running Turnkey SDK detection: ' -ScriptsForProject="E:/Unreal Projects/ObstacleAssault/ObstacleAssault/ObstacleAssault.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="E:/Unreal Projects/ObstacleAssault/ObstacleAssault/Intermediate/TurnkeyReport_0.log" -log="E:/Unreal Projects/ObstacleAssault/ObstacleAssault/Intermediate/TurnkeyLog_0.log" -project="E:/Unreal Projects/ObstacleAssault/ObstacleAssault/ObstacleAssault.uproject"  -platform=all'
[2023.01.18-08.58.53:647][  0]LogMonitoredProcess: Running Serialized UAT: [ cmd.exe /c ""C:/Program Files/Epic Games/UE_5.1/Engine/Build/BatchFiles/RunUAT.bat"  -ScriptsForProject="E:/Unreal Projects/ObstacleAssault/ObstacleAssault/ObstacleAssault.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="E:/Unreal Projects/ObstacleAssault/ObstacleAssault/Intermediate/TurnkeyReport_0.log" -log="E:/Unreal Projects/ObstacleAssault/ObstacleAssault/Intermediate/TurnkeyLog_0.log" -project="E:/Unreal Projects/ObstacleAssault/ObstacleAssault/ObstacleAssault.uproject"  -platform=all" ]
[2023.01.18-08.58.53:669][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatASTC
[2023.01.18-08.58.53:669][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatDXT
[2023.01.18-08.58.53:669][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatETC2
[2023.01.18-08.58.53:669][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatIntelISPCTexComp
[2023.01.18-08.58.53:669][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatUncompressed
[2023.01.18-08.58.53:669][  0]LogTextureFormatOodle: Display: Oodle Texture TFO init; latest sdk version = 2.9.8
[2023.01.18-08.58.53:669][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.5.dll
[2023.01.18-08.58.53:669][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.6.dll
[2023.01.18-08.58.53:669][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.7.dll
[2023.01.18-08.58.53:670][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.8.dll
[2023.01.18-08.58.53:670][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatOodle
[2023.01.18-08.58.53:675][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android'
[2023.01.18-08.58.53:675][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTC'
[2023.01.18-08.58.53:675][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXT'
[2023.01.18-08.58.53:675][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2'
[2023.01.18-08.58.53:675][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'AndroidClient'
[2023.01.18-08.58.53:675][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTCClient'
[2023.01.18-08.58.53:675][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXTClient'
[2023.01.18-08.58.53:675][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2Client'
[2023.01.18-08.58.53:675][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_Multi'
[2023.01.18-08.58.53:675][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_MultiClient'
[2023.01.18-08.58.53:695][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLens'
[2023.01.18-08.58.53:695][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLensClient'
[2023.01.18-08.58.53:699][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOS'
[2023.01.18-08.58.53:699][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOSClient'
[2023.01.18-08.58.53:701][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Linux'
[2023.01.18-08.58.53:701][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxEditor'
[2023.01.18-08.58.53:701][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxServer'
[2023.01.18-08.58.53:701][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxClient'
[2023.01.18-08.58.53:703][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64'
[2023.01.18-08.58.53:703][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Server'
[2023.01.18-08.58.53:703][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Client'
[2023.01.18-08.58.53:705][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOS'
[2023.01.18-08.58.53:705][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOSClient'
[2023.01.18-08.58.53:709][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Windows'
[2023.01.18-08.58.53:709][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsEditor'
[2023.01.18-08.58.53:709][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsServer'
[2023.01.18-08.58.53:710][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsClient'
[2023.01.18-08.58.53:710][  0]LogTargetPlatformManager: Display: Building Assets For WindowsEditor
[2023.01.18-08.58.53:710][  0]LogTargetPlatformManager: Unable to find audio format BINKA from hinted modules, loading all potential format modules to find it
[2023.01.18-08.58.53:712][  0]LogTargetPlatformManager: Loaded format module AudioFormatADPCM
[2023.01.18-08.58.53:712][  0]LogTargetPlatformManager:   ADPCM
[2023.01.18-08.58.53:712][  0]LogTargetPlatformManager:   PCM
[2023.01.18-08.58.53:713][  0]LogTargetPlatformManager: Loaded format module AudioFormatBink
[2023.01.18-08.58.53:713][  0]LogTargetPlatformManager:   BINKA
[2023.01.18-08.58.53:716][  0]LogAudioDebug: Display: Lib vorbis DLL was dynamically loaded.
[2023.01.18-08.58.53:717][  0]LogTargetPlatformManager: Loaded format module AudioFormatOgg
[2023.01.18-08.58.53:717][  0]LogTargetPlatformManager:   OGG
[2023.01.18-08.58.53:718][  0]LogTargetPlatformManager: Loaded format module AudioFormatOpus
[2023.01.18-08.58.53:718][  0]LogTargetPlatformManager:   OPUS
[2023.01.18-08.58.53:769][  0]LogTargetPlatformManager: Unable to find shader format SF_METAL from hinted modules, loading all potential format modules to find it
[2023.01.18-08.58.53:773][  0]LogTargetPlatformManager: Loaded format module MetalShaderFormat
[2023.01.18-08.58.53:773][  0]LogTargetPlatformManager:   SF_METAL
[2023.01.18-08.58.53:773][  0]LogTargetPlatformManager:   SF_METAL_MRT
[2023.01.18-08.58.53:773][  0]LogTargetPlatformManager:   SF_METAL_TVOS
[2023.01.18-08.58.53:773][  0]LogTargetPlatformManager:   SF_METAL_MRT_TVOS
[2023.01.18-08.58.53:773][  0]LogTargetPlatformManager:   SF_METAL_SM5
[2023.01.18-08.58.53:773][  0]LogTargetPlatformManager:   SF_METAL_MACES3_1
[2023.01.18-08.58.53:773][  0]LogTargetPlatformManager:   SF_METAL_MRT_MAC
[2023.01.18-08.58.53:773][  0]LogTargetPlatformManager: Loaded format module ShaderFormatD3D
[2023.01.18-08.58.53:773][  0]LogTargetPlatformManager:   PCD3D_SM6
[2023.01.18-08.58.53:773][  0]LogTargetPlatformManager:   PCD3D_SM5
[2023.01.18-08.58.53:773][  0]LogTargetPlatformManager:   PCD3D_ES31
[2023.01.18-08.58.53:773][  0]LogTargetPlatformManager:   D3D_ES3_1_HOLOLENS
[2023.01.18-08.58.53:773][  0]LogTargetPlatformManager: Loaded format module ShaderFormatOpenGL
[2023.01.18-08.58.53:773][  0]LogTargetPlatformManager:   GLSL_150_ES31
[2023.01.18-08.58.53:773][  0]LogTargetPlatformManager:   GLSL_ES3_1_ANDROID
[2023.01.18-08.58.53:778][  0]LogTargetPlatformManager: Loaded format module ShaderFormatVectorVM
[2023.01.18-08.58.53:778][  0]LogTargetPlatformManager:   VVM_1_0
[2023.01.18-08.58.53:778][  0]LogTargetPlatformManager: Loaded format module VulkanShaderFormat
[2023.01.18-08.58.53:778][  0]LogTargetPlatformManager:   SF_VULKAN_SM5
[2023.01.18-08.58.53:778][  0]LogTargetPlatformManager:   SF_VULKAN_ES31_ANDROID
[2023.01.18-08.58.53:778][  0]LogTargetPlatformManager:   SF_VULKAN_ES31
[2023.01.18-08.58.53:778][  0]LogTargetPlatformManager:   SF_VULKAN_SM5_ANDROID
[2023.01.18-08.58.53:778][  0]LogRendererCore: Ray tracing is disabled. Reason: disabled through project setting (r.RayTracing=0).
[2023.01.18-08.58.53:780][  0]LogDerivedDataCache: FDerivedDataBackendGraph: Pak pak cache file E:/Unreal Projects/ObstacleAssault/ObstacleAssault/DerivedDataCache/DDC.ddp not found, will not use a pak cache.
[2023.01.18-08.58.53:780][  0]LogDerivedDataCache: Unable to find inner node Pak for hierarchy Hierarchy.
[2023.01.18-08.58.53:780][  0]LogDerivedDataCache: FDerivedDataBackendGraph: CompressedPak pak cache file E:/Unreal Projects/ObstacleAssault/ObstacleAssault/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
